"Dep.Country.Code","vbs","date","n"
"BR","AR",2022-07-27,1
"BR","AR",2022-08-02,1
"BR","DE",2022-08-29,1
"BR","FR",2022-08-19,1
"BR","MX",2022-07-25,1
"BR","MX",2022-08-19,1
"BR","OTHER",2022-07-10,1
"BR","OTHER",2022-07-24,1
"BR","OTHER",2022-08-05,1
"BR","OTHER",2022-08-06,1
"BR","OTHER",2022-08-07,1
"BR","OTHER",2022-08-15,1
"BR","OTHER",2022-08-23,1
"BR","OTHER",2022-08-26,1
"BR","OTHER",2022-08-28,1
"BR","OTHER",2022-09-01,1
"BR","PA",2022-08-12,1
"BR","US",2022-08-09,1
"BR","US",2022-08-24,1
"CA","AR",2022-06-01,1
"CA","AU",2022-07-19,1
"CA","BR",2022-06-24,1
"CA","DE",2022-07-04,1
"CA","FR",2022-08-23,1
"CA","IT",2022-07-08,1
"CA","IT",2022-07-28,1
"CA","IT",2022-08-01,1
"CA","IT",2022-09-02,1
"CA","OTHER",2022-05-21,1
"CA","OTHER",2022-06-07,1
"CA","OTHER",2022-06-28,1
"CA","OTHER",2022-06-30,1
"CA","OTHER",2022-08-15,1
"CA","US",2022-06-01,1
"CA","US",2022-06-07,1
"CA","US",2022-06-14,1
"CA","US",2022-06-18,1
"CA","US",2022-07-01,1
"CA","US",2022-07-03,1
"CA","US",2022-07-04,1
"CA","US",2022-07-05,1
"CA","US",2022-07-06,1
"CA","US",2022-07-13,1
"CA","US",2022-07-19,1
"CA","US",2022-07-27,1
"CA","US",2022-08-04,1
"CA","US",2022-08-15,1
"CA","US",2022-08-19,1
"CA","US",2022-08-24,1
"CA","US",2022-08-25,1
"CO","CH",2022-08-29,1
"CO","FR",2022-08-23,1
"CO","OTHER",2022-07-28,1
"CO","OTHER",2022-08-26,1
"CO","US",2022-08-09,1
"CO","US",2022-09-05,1
"DE","CA",2022-06-23,1
"DE","DK",2022-06-03,1
"DE","FI",2022-07-01,1
"DE","FR",2022-06-17,1
"DE","FR",2022-06-18,1
"DE","FR",2022-06-24,1
"DE","FR",2022-06-30,1
"DE","FR",2022-07-08,1
"DE","IN",2022-07-10,1
"DE","IT",2022-05-26,1
"DE","IT",2022-06-03,1
"DE","IT",2022-06-05,1
"DE","IT",2022-06-14,1
"DE","IT",2022-06-21,1
"DE","IT",2022-06-24,1
"DE","IT",2022-07-27,1
"DE","IT",2022-07-28,1
"DE","IT",2022-07-30,1
"DE","IT",2022-08-25,1
"DE","NO",2022-06-12,1
"DE","OTHER",2022-05-21,1
"DE","OTHER",2022-05-26,1
"DE","OTHER",2022-05-31,1
"DE","OTHER",2022-06-05,1
"DE","OTHER",2022-06-07,2
"DE","OTHER",2022-06-10,2
"DE","OTHER",2022-06-11,1
"DE","OTHER",2022-06-14,1
"DE","OTHER",2022-06-15,2
"DE","OTHER",2022-06-16,1
"DE","OTHER",2022-06-17,1
"DE","OTHER",2022-06-18,2
"DE","OTHER",2022-06-19,2
"DE","OTHER",2022-06-20,1
"DE","OTHER",2022-06-21,4
"DE","OTHER",2022-06-22,3
"DE","OTHER",2022-06-23,1
"DE","OTHER",2022-06-24,4
"DE","OTHER",2022-06-28,3
"DE","OTHER",2022-07-01,1
"DE","OTHER",2022-07-02,1
"DE","OTHER",2022-07-03,5
"DE","OTHER",2022-07-05,2
"DE","OTHER",2022-07-07,5
"DE","OTHER",2022-07-08,4
"DE","OTHER",2022-07-10,3
"DE","OTHER",2022-07-16,2
"DE","OTHER",2022-07-17,1
"DE","OTHER",2022-07-18,2
"DE","OTHER",2022-07-19,2
"DE","OTHER",2022-07-20,1
"DE","OTHER",2022-07-21,3
"DE","OTHER",2022-07-22,2
"DE","OTHER",2022-07-23,1
"DE","OTHER",2022-07-24,2
"DE","OTHER",2022-07-25,1
"DE","OTHER",2022-07-26,1
"DE","OTHER",2022-07-27,1
"DE","OTHER",2022-07-28,2
"DE","OTHER",2022-07-29,1
"DE","OTHER",2022-07-30,1
"DE","OTHER",2022-07-31,1
"DE","OTHER",2022-08-01,1
"DE","OTHER",2022-08-02,1
"DE","OTHER",2022-08-03,1
"DE","OTHER",2022-08-05,2
"DE","OTHER",2022-08-08,2
"DE","OTHER",2022-08-09,2
"DE","OTHER",2022-08-10,1
"DE","OTHER",2022-08-11,3
"DE","OTHER",2022-08-12,2
"DE","OTHER",2022-08-18,2
"DE","OTHER",2022-08-20,1
"DE","OTHER",2022-08-21,2
"DE","OTHER",2022-08-26,1
"DE","OTHER",2022-08-30,1
"DE","US",2022-06-27,1
"ES","AR",2022-08-23,1
"ES","AR",2022-08-29,1
"ES","BR",2022-09-01,1
"ES","CH",2022-06-28,1
"ES","CH",2022-07-25,1
"ES","CH",2022-08-04,1
"ES","CH",2022-08-14,1
"ES","CH",2022-08-17,1
"ES","CN",2022-07-22,1
"ES","CZ",2022-07-14,1
"ES","DE",2022-06-12,1
"ES","DE",2022-07-09,1
"ES","DE",2022-07-10,2
"ES","DE",2022-07-12,2
"ES","DE",2022-07-27,1
"ES","DE",2022-07-29,1
"ES","DE",2022-08-09,1
"ES","DE",2022-09-01,1
"ES","DE",2022-09-06,1
"ES","DK",2022-08-08,1
"ES","DK",2022-08-25,1
"ES","FR",2022-05-10,1
"ES","FR",2022-05-14,1
"ES","FR",2022-06-01,1
"ES","FR",2022-06-09,1
"ES","FR",2022-06-17,1
"ES","FR",2022-06-18,1
"ES","FR",2022-06-24,1
"ES","FR",2022-06-26,1
"ES","FR",2022-06-30,1
"ES","FR",2022-07-01,1
"ES","FR",2022-07-04,2
"ES","FR",2022-07-14,1
"ES","FR",2022-07-17,2
"ES","FR",2022-07-20,1
"ES","FR",2022-07-21,1
"ES","FR",2022-07-25,1
"ES","FR",2022-07-26,1
"ES","FR",2022-07-28,1
"ES","FR",2022-07-29,2
"ES","FR",2022-07-30,1
"ES","FR",2022-08-10,1
"ES","FR",2022-08-16,2
"ES","FR",2022-08-18,1
"ES","FR",2022-08-22,1
"ES","IN",2022-07-01,1
"ES","IT",2022-05-27,1
"ES","IT",2022-06-06,1
"ES","IT",2022-06-14,1
